CAMIS,BORO,BUILDING,STREET,ZIPCODE,PHONE,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,ObjectId,x,y
41298763,Brooklyn,351,BROADWAY,11211,3472278515,5/10/18 0:00,10F,N,13,A,5/10/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.70769103,-73.95581576,301,34,52700,3063594,3024620022,BK73,4649,-73.95581576,40.70769103
40393044,Manhattan,201,EAST   61 STREET,10065,2122078280,11/15/16 0:00,10F,N,7,A,11/15/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.76266369,-73.96532724,108,4,11000,1043779,1014160001,MN31,4650,-73.96532724,40.76266369
41331720,Bronx,1812,WHITE PLAINS ROAD,10462,7188286917,3/21/18 0:00,02B,Y,12,A,3/21/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.84575423,-73.8663036,211,15,23200,2043479,2040500011,BX37,4651,-73.8663036,40.84575423
50059209,Brooklyn,6508,11TH AVE,11219,7188336663,9/4/18 0:00,08C,N,9,P,9/4/18 0:00,10/29/19 0:00,Cycle Inspection / Reopening Inspection,40.6285153,-74.00606314,310,38,21200,3336303,3057510043,BK30,4652,-74.00606314,40.6285153
50001855,Manhattan,422,MADISON AVE,10017,2126449144,12/4/17 0:00,02B,Y,12,A,12/4/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75691896,-73.97628524,105,4,9400,1035444,1012840055,MN17,4653,-73.97628524,40.75691896
50070217,Manhattan,67,E BROADWAY,10002,2127912819,1/23/18 0:00,02B,Y,10,A,1/23/18 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.7136254,-73.99519521,103,1,800,1003410,1002800027,MN27,4654,-73.99519521,40.7136254
50005327,Brooklyn,1022,CORTELYOU RD,11218,7189287100,9/26/18 0:00,10F,N,12,A,9/26/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.63936401,-73.96851551,314,40,52600,3118567,3051530009,BK42,4655,-73.96851551,40.63936401
50039472,Bronx,700,RHINELANDER AVE,10462,7189189181,7/9/19 0:00,10B,N,13,A,7/9/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.84750052,-73.8668531,211,15,23200,2043492,2040500038,BX37,4656,-73.8668531,40.84750052
41639473,Manhattan,2178,BROADWAY,10024,2125950092,5/10/18 0:00,06A,Y,7,A,5/10/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.78235546,-73.98084037,107,6,16300,1030865,1011680044,MN12,4657,-73.98084037,40.78235546
50017311,Brooklyn,535,6TH AVE,11215,3472134365,4/4/19 0:00,06F,Y,7,A,4/4/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.66492419,-73.98651536,306,39,14900,3023746,3010430009,BK37,4658,-73.98651536,40.66492419
41611725,Manhattan,2124,BROADWAY,10023,2123248015,2/10/17 0:00,10B,N,2,A,2/10/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.78055775,-73.98142946,107,6,16300,1030727,1011660035,MN12,4659,-73.98142946,40.78055775
50002890,Queens,6548,METROPOLITAN AVE,11379,7184974461,2/22/18 0:00,08A,N,10,A,2/22/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.71244614,-73.89452374,405,30,61301,4437851,4036030031,QN20,4660,-73.89452374,40.71244614
50005487,Brooklyn,1575,PARK PL,11233,7189533532,1/19/17 0:00,09B,N,7,A,1/19/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.67204501,-73.92487661,308,41,35900,3036328,3013690001,BK61,4661,-73.92487661,40.67204501
50019243,Bronx,193,W 237TH ST,10463,7185499453,4/25/16 0:00,06D,Y,13,A,4/25/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.8842482,-73.90062962,208,11,28300,2097299,2032700030,BX29,4662,-73.90062962,40.8842482
50077368,Bronx,3762,BOSTON RD,10469,3472028735,8/6/19 0:00,06C,Y,12,A,8/6/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.88098967,-73.83944278,212,12,46202,2065553,2048870001,BX13,4663,-73.83944278,40.88098967
40716271,Manhattan,173,ORCHARD STREET,10002,2127779813,6/21/16 0:00,06C,Y,15,B,6/21/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.72163415,-73.98844114,103,1,3001,1005558,1004170068,MN27,4664,-73.98844114,40.72163415
50034179,Bronx,448,E 138TH ST,10454,3472704167,2/6/18 0:00,08A,N,10,A,2/6/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.80844368,-73.92135535,201,8,2500,2114800,2022820024,BX39,4665,-73.92135535,40.80844368
41349247,Manhattan,1109,2 AVENUE,10022,2123554787,8/30/19 0:00,10F,N,2,A,8/30/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.7602179,-73.96462462,106,4,10800,1038634,1013320029,MN19,4666,-73.96462462,40.7602179
41369411,Bronx,772,CASTLE HILL AVE,10473,7188296280,4/10/19 0:00,10F,N,2,A,4/10/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.82270974,-73.84887694,209,18,9000,2022511,2036150028,BX09,4667,-73.84887694,40.82270974
50086687,Brooklyn,6915,18TH AVE,11204,3473746995,10/2/19 0:00,04N,Y,22,B,10/2/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.61667423,-73.99264124,311,47,26000,3156731,3061610004,BK28,4668,-73.99264124,40.61667423
41446051,Manhattan,340,WEST 40 STREET,10018,2127579000,1/11/19 0:00,10B,N,6,A,1/11/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75645726,-73.9919688,104,3,11500,1013693,1007630060,MN15,4669,-73.9919688,40.75645726
50013511,Manhattan,53,LITTLE WEST 12TH STREET,10014,2127277900,10/6/16 0:00,06C,Y,9,A,10/6/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.74052663,-74.00850922,102,3,7900,1012205,1006450022,MN23,4670,-74.00850922,40.74052663
40989787,Queens,16425,NORTHERN BOULEVARD,11358,7183211151,2/19/19 0:00,06C,Y,10,A,2/19/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.7606258,-73.80176656,407,19,117100,4120509,4053390001,QN51,4671,-73.80176656,40.7606258
41677658,Brooklyn,122,7 AVENUE,11215,7183989529,10/26/17 0:00,10B,N,11,A,10/26/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.67347797,-73.97613838,306,39,15700,3020372,3009600042,BK37,4672,-73.97613838,40.67347797
41721917,Queens,9207,JAMAICA AVENUE,11421,7188052702,1/3/19 0:00,10F,N,9,A,1/3/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.69332435,-73.85308035,409,32,1400,4182101,4088700055,QN53,4673,-73.85308035,40.69332435
41538121,Manhattan,527,6 AVENUE,10011,2122556333,7/6/17 0:00,06C,Y,15,B,7/6/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.73725515,-73.99692196,102,3,7100,1010646,1006090038,MN23,4674,-73.99692196,40.73725515
41695882,Manhattan,205,ALLEN STREET,10002,2129334587,9/27/19 0:00,04N,Y,12,A,9/27/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.72263328,-73.98877648,103,1,3601,1005542,1004170018,MN27,4675,-73.98877648,40.72263328
50064268,Manhattan,118,ELDRIDGE ST,10002,2126252532,8/26/19 0:00,10F,N,47,Z,8/26/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.7182721,-73.99189045,103,1,1800,1005433,1004130008,MN27,4676,-73.99189045,40.7182721
41578960,Manhattan,1,ROCKEFELLER PLAZA,10020,2127823890,7/23/18 0:00,10H,N,13,A,7/23/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75789667,-73.97928808,105,4,9600,1077286,1012640005,MN17,4677,-73.97928808,40.75789667
40393413,Brooklyn,1723,EMMONS AVENUE,11235,7183327300,5/2/18 0:00,10F,N,11,A,5/2/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.58336983,-73.95127575,315,48,60800,3247022,3087710129,BK17,4678,-73.95127575,40.58336983
50054234,Manhattan,312,W 37TH ST,10018,6467878831,10/20/17 0:00,06D,Y,7,A,10/20/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75436032,-73.9927523,104,3,11100,1089779,1007600051,MN13,4679,-73.9927523,40.75436032
41287338,Manhattan,551,HUDSON STREET,10014,2122292799,9/4/18 0:00,08A,N,11,A,9/4/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.73523488,-74.00606207,102,3,7500,1011886,1006330058,MN23,4680,-74.00606207,40.73523488
50072568,Bronx,2428,CRESTON AVE,10468,7189338888,4/24/18 0:00,02B,Y,33,C,4/24/18 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.86144618,-73.89883089,205,14,23703,2013795,2031650028,BX40,4681,-73.89883089,40.86144618
50050852,Bronx,1231,EDWARD L GRANT HWY,10452,9174719718,12/10/18 0:00,06D,Y,5,A,12/10/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.83649288,-73.92235202,204,16,19900,2128644,2025060062,BX26,4682,-73.92235202,40.83649288
50018922,Manhattan,208,3RD AVE,10003,2126776921,7/2/19 0:00,10F,N,13,A,7/2/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.73592578,-73.98527047,106,2,5000,1017882,1008747501,MN21,4683,-73.98527047,40.73592578
41595474,Queens,2855,ULMER STREET,11354,7187622383,10/12/16 0:00,10I,N,6,A,10/12/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.77067576,-73.83566261,407,19,90700,4462897,4043310001,QN23,4684,-73.83566261,40.77067576
50000105,Staten Island,315,SAND LANE,10305,7183514413,2/22/18 0:00,09B,N,10,A,2/22/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.59217078,-74.06798678,502,50,7400,5151898,5031220038,SI14,4685,-74.06798678,40.59217078
50043752,Manhattan,113,E 125TH ST,10035,2122391117,12/14/17 0:00,10F,N,7,A,12/14/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.80476511,-73.93834047,111,9,19600,1054476,1017740008,MN34,4686,-73.93834047,40.80476511
40387178,Bronx,550,EAST FORDHAM ROAD,10458,7185845310,1/10/18 0:00,10F,N,8,A,1/10/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.85918136,-73.88661883,206,15,38700,2011938,2030670012,BX06,4687,-73.88661883,40.85918136
50043757,Bronx,1506,BRONXDALE AVE,10462,7188226888,4/25/17 0:00,04L,Y,16,B,4/25/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.84258815,-73.85388068,211,13,25600,2043917,2040630020,BX37,4688,-73.85388068,40.84258815
40841272,Manhattan,328,LENOX AVENUE,10027,2129960660,8/30/18 0:00,06D,Y,7,A,8/30/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.80872906,-73.94477042,110,9,20800,1077374,1017240004,MN03,4689,-73.94477042,40.80872906
41316782,Bronx,6,EAST MT EDEN AVENUE,10452,7187310039,2/13/19 0:00,08A,N,14,B,2/13/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.84424396,-73.91453603,204,14,20900,2008139,2028460032,BX63,4690,-73.91453603,40.84424396
50059447,Queens,3504,35TH ST,11106,9178168723,8/20/19 0:00,06C,Y,12,A,8/20/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75635104,-73.92553195,401,26,5700,4009585,4006380025,QN70,4691,-73.92553195,40.75635104
41542793,Manhattan,242,EAST   81 STREET,10028,2122494241,5/14/19 0:00,10F,N,7,A,5/14/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.7751626,-73.95533033,108,5,13800,1048536,1015260028,MN32,4692,-73.95533033,40.7751626
41317827,Brooklyn,2132,FLATBUSH AVENUE,11234,7182583461,10/24/18 0:00,10F,N,13,A,10/24/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.6180156,-73.93184992,318,46,65000,3219537,3078660001,BK58,4693,-73.93184992,40.6180156
41369239,Bronx,2214,WESTCHESTER AVENUE,10462,7187940360,5/16/19 0:00,10E,N,11,A,5/16/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.83424333,-73.85111647,209,18,9200,2095401,2038230005,BX59,4694,-73.85111647,40.83424333
40877247,Queens,2905,23 AVENUE,11105,7189567266,11/29/16 0:00,06D,Y,5,A,11/29/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.77495221,-73.9136974,401,22,11500,4017587,4008440003,QN72,4695,-73.9136974,40.77495221
41469854,Brooklyn,6918,5 AVENUE,11209,7182386184,5/29/18 0:00,10F,N,12,A,5/29/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.63327572,-74.02109823,310,43,13000,3145760,3058730049,BK31,4696,-74.02109823,40.63327572
41546741,Brooklyn,112,BERRY STREET,11249,7187828777,6/13/16 0:00,10F,N,17,B,6/13/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.71880298,-73.95883504,301,33,55700,3061899,3023180023,BK73,4697,-73.95883504,40.71880298
50049338,Brooklyn,1806,CHURCH AVE,11226,7182877276,12/29/17 0:00,10B,N,11,A,12/29/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.64949331,-73.96289972,314,40,51002,3117087,3050990002,BK42,4698,-73.96289972,40.64949331
41402310,Manhattan,10,WEST   32 STREET,10001,6464541777,7/6/17 0:00,06D,Y,5,A,7/6/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.74743743,-73.98620265,105,4,7600,1015825,1008330051,MN17,4699,-73.98620265,40.74743743
50043350,Staten Island,1022,ROSSVILLE AVE,10309,7189841166,5/6/19 0:00,06E,Y,12,A,5/6/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.55212904,-74.21209266,503,51,20801,5110507,5070540518,SI32,4700,-74.21209266,40.55212904
41371649,Brooklyn,2315,STRAUSS STREET,11212,7183469037,5/31/18 0:00,02B,Y,12,A,5/31/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.65697075,-73.91330279,316,42,89600,3082692,3036200029,BK81,4701,-73.91330279,40.65697075
50014362,Queens,8620,37TH AVE,11372,7186722224,10/8/19 0:00,08C,N,4,Z,10/8/19 0:00,10/29/19 0:00,Cycle Inspection / Reopening Inspection,40.75015354,-73.8803194,403,21,27900,4036257,4014740001,QN28,4702,-73.8803194,40.75015354
50042632,Brooklyn,9011,3RD AVE,11209,7186809818,6/28/18 0:00,10F,N,13,A,6/28/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.62073223,-74.03216368,310,43,5800,3154546,3060810003,BK31,4703,-74.03216368,40.62073223
41581905,Manhattan,839,WEST  181 STREET,10033,2127403111,3/28/18 0:00,08C,N,12,A,3/28/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.85132772,-73.93990207,112,10,27300,1064343,1021790106,MN35,4704,-73.93990207,40.85132772
50087355,Queens,3704,PRINCE ST,11354,9175637171,4/9/19 0:00,02G,Y,12,A,4/9/19 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.76071382,-73.83292581,407,20,87100,4532160,4049720040,QN22,4705,-73.83292581,40.76071382
40798457,Manhattan,1133,1 AVENUE,10065,2123194993,4/15/19 0:00,06C,Y,9,A,4/15/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.76157522,-73.9605376,108,5,11000,1044371,1014370025,MN31,4706,-73.9605376,40.76157522
50070572,Manhattan,40,BROAD ST,10004,9179240079,1/15/19 0:00,04A,Y,13,A,1/15/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.70601369,-74.01133252,101,1,900,1078985,1000247501,MN25,4707,-74.01133252,40.70601369
50054374,Bronx,1015,E 167TH ST,10459,7185421848,11/14/17 0:00,08A,N,11,A,11/14/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.82678503,-73.88924335,203,17,12101,2006188,2027540017,BX35,4708,-73.88924335,40.82678503
50080291,Queens,8045,KEW GARDENS RD,11415,7182106494,9/12/18 0:00,10F,N,12,A,9/12/18 0:00,10/29/19 0:00,Pre-permit (Operational) / Initial Inspection,40.71334869,-73.83010513,409,29,21600,4080149,4033580001,QN60,4709,-73.83010513,40.71334869
50000355,Queens,13403,LIBERTY AVENUE,11419,7185232253,2/9/19 0:00,04L,Y,10,A,2/9/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.69144276,-73.81258191,409,28,15200,4201236,4095020045,QN54,4710,-73.81258191,40.69144276
41492306,Manhattan,739,9 AVENUE,10019,2124591234,1/2/19 0:00,04N,Y,33,C,1/2/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.76338753,-73.98902589,104,3,12700,1082400,1010590036,MN15,4711,-73.98902589,40.76338753
50068289,Queens,13107,LIBERTY AVE,11419,7188430123,10/10/19 0:00,10F,N,21,Z,10/10/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.69014239,-73.81467341,410,28,15801,4204049,4095680046,QN55,4712,-73.81467341,40.69014239
50037100,Brooklyn,85,BERGEN ST,11201,3473842529,4/10/17 0:00,09C,N,12,A,4/10/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.68650945,-73.98990757,302,33,4300,3001294,3001940066,BK38,4713,-73.98990757,40.68650945
41333637,Brooklyn,517,STANLEY AVENUE,11207,7182724646,2/5/18 0:00,04L,Y,13,A,2/5/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.65707624,-73.88920182,305,42,110400,3097671,3043470030,BK82,4714,-73.88920182,40.65707624
50073147,Manhattan,727,8TH AVE,10036,9298882744,8/21/19 0:00,02G,Y,39,Z,8/21/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75956948,-73.98809883,104,3,12100,1081652,1010360036,MN15,4715,-73.98809883,40.75956948
50045649,Manhattan,1,W 137TH ST,10037,2128628818,2/29/16 0:00,02G,Y,12,A,2/29/16 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.81424208,-73.93715393,110,9,21200,1053918,1017350034,MN03,4716,-73.93715393,40.81424208
50009171,Queens,7028,AUSTIN ST,11375,7185750070,2/26/19 0:00,06D,Y,7,P,2/26/19 0:00,10/29/19 0:00,Cycle Inspection / Reopening Inspection,40.72061192,-73.84606093,406,29,71100,4077471,4032340183,QN17,4717,-73.84606093,40.72061192
50018249,Manhattan,524,W 59TH ST,10019,2124841341,4/3/18 0:00,02G,Y,7,A,4/3/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.77078735,-73.98853366,104,6,14700,1027084,1010870005,MN14,4718,-73.98853366,40.77078735
41530819,Staten Island,4369,AMBOY ROAD,10312,7183171100,9/12/17 0:00,06D,Y,7,A,9/12/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.5451226,-74.16096686,503,51,14604,5073190,5054970007,SI54,4719,-74.16096686,40.5451226
50082949,Bronx,857,E 149TH ST,10455,6468371792,10/9/19 0:00,06F,Y,27,Z,10/9/19 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.81188876,-73.90388099,202,8,8300,2096003,2026030051,BX33,4720,-73.90388099,40.81188876
41177037,Queens,11614,QUEENS BOULEVARD,11375,7185445800,5/6/19 0:00,04L,Y,42,C,5/6/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.71596649,-73.83336307,406,29,76902,4079980,4033460001,QN17,4721,-73.83336307,40.71596649
50089144,Manhattan,104,MACDOUGAL ST,10012,9179652566,5/22/19 0:00,02I,Y,21,B,5/22/19 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.7293832,-74.00098861,102,1,6500,1008689,1005400001,MN23,4722,-74.00098861,40.7293832
41318475,Queens,9801,LIBERTY AVENUE,11417,7186596501,3/7/18 0:00,04L,Y,11,A,3/7/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.68094055,-73.84120982,410,32,4002,4535010,4091210024,QN56,4723,-73.84120982,40.68094055
50088888,Brooklyn,1306,FLATBUSH AVE,11210,7182820366,5/9/19 0:00,10F,N,2,C,5/9/19 0:00,10/29/19 0:00,Pre-permit (Operational) / Reopening Inspection,40.63824449,-73.95343342,314,45,77000,3120810,3052250040,BK42,4724,-73.95343342,40.63824449
41014952,Manhattan,2,LAFAYETTE STREET,10007,2127663200,7/2/18 0:00,10B,N,12,A,7/2/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.71371602,-74.00358556,101,1,3100,1001672,1001550001,MN24,4725,-74.00358556,40.71371602
40357217,Bronx,2300,SOUTHERN BOULEVARD,10460,7182207846,6/14/17 0:00,10F,N,2,A,6/14/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.85055596,-73.88245143,206,15,33400,2116700,2031200020,BX99,4726,-73.88245143,40.85055596
50056268,Manhattan,955,2ND AVE,10022,2127527151,4/8/19 0:00,02G,Y,13,A,4/8/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75525918,-73.96825117,106,4,9800,1038443,1013240027,MN19,4727,-73.96825117,40.75525918
41391483,Queens,13545,ROOSEVELT AVENUE,11354,7185396363,9/14/17 0:00,02B,Y,9,A,9/14/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75923719,-73.8310922,407,20,87100,4112310,4049760001,QN22,4728,-73.8310922,40.75923719
50048885,Manhattan,37B,ALLEN STREET,10002,3473236633,9/18/18 0:00,04M,Y,12,A,9/18/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.71596102,-73.99203863,103,1,1600,1003887,1003000019,MN27,4729,-73.99203863,40.71596102
50043587,Bronx,900,E 132ND ST,10454,5168527452,9/14/17 0:00,10B,N,13,A,9/14/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.79870609,-73.9111382,201,17,1900,2003976,2025830030,BX39,4730,-73.9111382,40.79870609
41362553,Queens,0,JFK INTERNATIONAL AIRPORT,11430,7186566210,4/12/18 0:00,10F,N,12,A,4/12/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98,4731,-73.7882815,40.64831283
41233053,Bronx,3150,VILLA AVENUE,10468,7184676810,1/22/18 0:00,08A,N,24,B,1/22/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.87592199,-73.88715066,207,11,41100,2017327,2033110024,BX05,4732,-73.88715066,40.87592199
50066324,Bronx,115,FEATHERBED LN,10452,7182992336,7/31/17 0:00,10F,N,3,A,7/31/17 0:00,10/29/19 0:00,Pre-permit (Operational) / Initial Inspection,40.84614099,-73.91889257,205,14,21502,2008815,2028760051,BX36,4733,-73.91889257,40.84614099
50045959,Bronx,3250,BOSTON POST RD,10469,7186531716,7/12/17 0:00,10B,N,13,A,7/12/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.87269579,-73.85439641,211,12,34800,2056698,2046150023,BX31,4734,-73.85439641,40.87269579
41476127,Manhattan,24,HARRISON STREET,10013,2126259463,6/17/19 0:00,04L,Y,21,B,6/17/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.71876601,-74.0100324,101,1,3900,1002082,1001810041,MN24,4735,-74.0100324,40.71876601
50056992,Manhattan,180,DYCKMAN ST,10040,6462443736,12/31/18 0:00,10J,N,12,A,12/31/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.86421739,-73.92643747,112,10,28700,1064231,1021750063,MN35,4736,-73.92643747,40.86421739
41572551,Manhattan,1055,LEXINGTON AVENUE,10021,2123963287,8/28/19 0:00,06C,Y,11,A,8/28/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.77226616,-73.96084534,108,4,12800,1043100,1014090052,MN40,4737,-73.96084534,40.77226616
41676147,Brooklyn,4415,8 AVENUE,11220,7186866699,12/14/17 0:00,04L,Y,13,A,12/14/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.64432541,-74.00034953,312,38,9400,3011413,3007420004,BK34,4738,-74.00034953,40.64432541
41437033,Brooklyn,1688,EAST   16 STREET,11229,7186278434,1/18/18 0:00,02B,Y,11,A,1/18/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.60862978,-73.95732218,315,48,55200,3182978,3067980006,BK44,4739,-73.95732218,40.60862978
40655028,Manhattan,625,8 AVENUE,10018,2125642814,6/24/16 0:00,02G,Y,23,B,6/24/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75618542,-73.99056473,104,3,11500,1083268,1010320029,MN15,4740,-73.99056473,40.75618542
50052328,Queens,13838,86TH AVE,11435,7185585758,12/13/18 0:00,02B,Y,9,A,12/13/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.70779283,-73.81732571,408,24,21400,4206504,4096460032,QN35,4741,-73.81732571,40.70779283
50040532,Manhattan,500,RIVERSIDE DR,10027,2123168479,10/20/17 0:00,08A,N,24,B,10/20/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.81454958,-73.96247498,109,7,21100,1059870,1019940057,MN09,4742,-73.96247498,40.81454958
50011259,Manhattan,201,CLINTON ST,10002,6466784294,10/30/18 0:00,10F,N,4,A,10/30/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.7140859,-73.98714385,103,1,600,1003695,1002850016,MN28,4743,-73.98714385,40.7140859
50046633,Queens,7303,YELLOWSTONE BLVD,11375,7182688899,10/22/19 0:00,10F,N,13,A,10/22/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.71768094,-73.85699462,406,29,70700,4075518,4031840007,QN17,4744,-73.85699462,40.71768094
41712257,Queens,0,JFK INTERNATIONAL AIRPOR,11430,7187512854,4/12/18 0:00,06D,Y,9,A,4/12/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98,4745,-73.7882815,40.64831283
50015534,Staten Island,20,JEFFERSON BLVD,10312,7183564400,11/21/17 0:00,09A,N,19,B,11/21/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.54104614,-74.17793168,503,51,17005,5157945,5062570015,SI01,4746,-74.17793168,40.54104614
41382526,Queens,1615,PALMETTO STREET,11385,3478013389,4/3/19 0:00,08A,N,10,A,4/3/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.69991075,-73.9106573,405,34,54900,4082320,4034440027,QN20,4747,-73.9106573,40.69991075
50061246,Brooklyn,384,COURT ST,11231,3479874919,12/31/18 0:00,04N,Y,27,B,12/31/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.68120968,-73.99646306,306,39,6500,3331264,3003510034,BK33,4748,-73.99646306,40.68120968
50046182,Bronx,1805,EDISON AVE,10461,7187925534,10/6/17 0:00,10F,N,6,A,10/6/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.84744997,-73.83241434,210,13,26601,2046555,2041930056,BX10,4749,-73.83241434,40.84744997
50055119,Manhattan,510,COLUMBUS AVE,10024,9176757581,1/22/18 0:00,10B,N,12,A,1/22/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.78551033,-73.97289502,107,6,16900,1032130,1012150033,MN12,4750,-73.97289502,40.78551033
